SFS-nr	Rubrik
1999:221	Förordning (1999:221) om föreskrifter rörande ögonundersökning
1999:247	Lag (1999:247) om avgifter avseende bostadsbidrag för 1997
1999:265	Lag (1999:265) om särskilt grundavdrag och deklarationsskyldighet för fysiska personer i vissa fall vid 2000-2003 års taxeringar
1999:271	Lag (1999:271) om handel med begagnade varor
1999:272	Förordning (1999:272) om handel med begagnade varor
1999:288	Lag (1999:288) om överlämnande av allmänna handlingar till Svenska kyrkan eller någon av dess organisatoriska delar för förvaring, m.m.
1999:289	Lag (1999:289) om Svenska kyrkans personal vid relationsändringen mellan staten och Svenska kyrkan den 1 januari 2000
1999:290	Lag (1999:290) om skattefrihet för prästlönetillgångar vid 2001-2010 års taxeringar
1999:291	Lag (1999:291) om avgift till registrerat trossamfund
1999:292	Lag (1999:292) om avveckling av stadgad åborätt och landgille
1999:3	Tillkännagivande (1999:3) av uppgift om Riksbankens diskonto
1999:332	Lag (1999:332) om ersättning till steriliserade i vissa fall
1999:381	Lag (1999:381) om åtgärder för att förebygga och begränsa följderna av allvarliga kemikalieolyckor
1999:42	Lag (1999:42) om förbud mot vissa hälsofarliga varor
1999:445	Lag (1999:445) om exportbutiker
1999:446	Lag (1999:446) om proviantering av fartyg och luftfartyg
1999:454	Förordning (1999:454) om proviantering av fartyg och luftfartyg
1999:58	Förordning (1999:58) om förbud mot vissa hälsofarliga varor
1999:591	Lag (1999:591) om kreditering på skattekonto av vissa stöd beslutade av Arbetsförmedlingen och Trafikverket
1999:637	Lag (1999:637) om omräkningstal för 2000 års taxeringsvärden
1999:638	Lag (1999:638) om dubbelbeskattningsavtal mellan Sverige och Filippinerna
1999:648	Lag (1999:648) om beräkning av viss inkomstskatt på förvärvsinkomster vid 2001 års taxering, m.m.
1999:657	Epizootilag (1999:657)
1999:658	Zoonoslag (1999:658)
1999:659	Epizootiförordning (1999:659)
1999:660	Zoonosförordning (1999:660)
1999:673	Lag (1999:673) om skatt på avfall
1999:678	Lag (1999:678) om utstationering av arbetstagare
1999:710	Förordning (1999:710) om valutakurs vid stöd från EU-budgeten
1999:716	Förordning (1999:716) om mätning, beräkning och rapportering av överförd el
1999:725	Förordning (1999:725) om prisbasbelopp och  förhöjt prisbasbelopp för år 2000
1999:728	Förordning (1999:728) om avgift till registrerat trossamfund
1999:729	Förordning (1999:729) om begravningsavgift
1999:731	Förordning (1999:731) om registrering av trossamfund
1999:766	Tillkännagivande (1999:766) av uppgift om Riksbankens diskonto
1999:768	Förordning (1999:768) om uppräkningsfaktorer vid beräkning av preliminära kommunalskattemedel för 2000
1999:779	Lag (1999:779) om handel med ädelmetallarbeten
1999:780	Förordning (1999:780) om handel med ädelmetallarbeten
1999:797	Riksbankens föreskrifter (1999:797) om  minnesmynt på tvåtusen och tvåhundra kronor
1999:798	Riksbankens föreskrifter (1999:798) om mynt på en krona med anledning av milleniumskiftet
1999:889	Lag (1999:889) om registrering av krigsskada på egendom
1999:890	Lag (1999:890) om försäkringsverksamhet under krig eller krigsfara m.m.
1999:892	Lag (1999:892) om dubbelbeskattningsavtal mellan Sverige och Oman beträffande inkomst som härrör från internationell flygtransport
1999:902	Förordning (1999:902) om statens utlåningsränta och statens avkastningsränta under budgetåret 2000
1999:963	Lag (1999:963) om skattereduktion på förvärvsinkomster vid 2001 års taxering
1999:969	Lag (1999:969) om beräkning av viss inkomstskatt på förvärvsinkomster vid 2002 års taxering, m.m.
1999:974	Förordning (1999:974) om statsbidrag till trossamfund
1999:976	Förordning (1999:976) om överlämnande av allmänna handlingar till Svenska kyrkan eller någon av dess organisatoriska delar för förvaring
1999:988	Lag (1999:988) om förhör m.m. hos kommissionen för granskning av de svenska säkerhetstjänsternas  författningsskyddande verksamhet
1999:994	Lag (1999:994) om underlag för fastighetsskatt i vissa fall vid 2001 års taxering
1999:997	Lag (1999:997) om särskild företrädare för barn
1999:998	Förordning (1999:998) om särskild företrädare för barn
2000:1006	Lag (2000:1006) om skattereduktion på förvärvsinkomster vid 2002 och 2003 års taxering
2000:1012	Lag (2000:1012) om underlag för förmögenhetsskatt i vissa fall vid 2001 års taxering
2000:1025	Lag (2000:1025) om innebörden av begreppen jordbruks-, trädgårds- och skogsprodukter i konkurrenslagen (2008:579)
2000:1036	Förordning (2000:1036) om fastställande av  andelar för fördelning av ålderspensionsavgifter och statliga ålderspensionsavgifter under år 2001
2000:1059	Förordning (2000:1059) om ränta på  studielån för år 2001
2000:1064	Lag (2000:1064) om kontroll av produkter med dubbla användningsområden och av tekniskt bistånd
2000:1077	Förordning (2000:1077) om handläggning av ärenden enligt skatteavtal
2000:1127	Förordning (2000:1127) med bemyndigande för Finansinspektionen att meddela föreskrifter om säkerhetsreserver i försäkringsföretag och tjänstepensionsföretag
2000:1149	Isbrytarförordning (2000:1149)
2000:1156	Förordning (2000:1156) om fastställande av omräknade belopp för vägavgift för år 2001
2000:1169	Tillkännagivande (2000:1169) av staters anslutning till konventionen om Österrikes, Finlands och  Sveriges tillträde till Brysselkonventionen
2000:1171	Förordning (2000:1171) om inkomstindex för år 2001
2000:1172	Förordning (2000:1172) om statens utlåningsränta och statens avkastningsränta under budgetåret 2001
2000:1175	Lag (2000:1175) om talerätt för vissa utländska konsumentmyndigheter och konsumentorganisationer
2000:1217	Förordning (2000:1217) om kontroll av produkter med dubbla användningsområden och av tekniskt bistånd
2000:1219	Lag (2000:1219) om internationellt tullsamarbete
2000:1222	Förordning (2000:1222) om internationellt tullsamarbete
2000:1225	Lag (2000:1225) om straff för smuggling
2000:130	Lag (2000:130) om försvarsunderrättelseverksamhet
2000:131	Förordning (2000:131) om försvarsunderrättelseverksamhet
2000:1329	Förordning (2000:1329) om ränta på återbetalning enligt lagen (1996:1030) om  underhållsstöd för år 2001
2000:1330	Utsädesförordning (2000:1330)
2000:1377	Lag (2000:1377) med bemyndigande om utjämning av taxor för vissa lastbilstransporter
2000:1380	Lag (2000:1380) om skattereduktion för utgifter för vissa anslutningar för tele- och datakommunikation
2000:1383	Lag (2000:1383) om kommunernas bostadsförsörjningsansvar
2000:140	Lag (2000:140) om inspektioner enligt internationella avtal om förhindrande av spridning av kärnvapen
2000:1418	Förordning (2000:1418) om tillämpningen av vissa skyddsbestämmelser för sjukpenninggrundande inkomst
2000:142	Lag (2000:142) om avtal med Danmark om mervärdesskatt för den fasta vägförbindelsen över Öresund
2000:1449	Riksförsäkringsverkets föreskrifter (2000:1449) om procenttal för ändring av vissa underhållsbidrag
2000:1477	Finansinspektionens tillkännagivande (2000:1477) om ändring av vissa skadelivräntor
2000:150	Lag (2000:150) om marktjänster på flygplatser
2000:151	Förordning (2000:151) om marktjänster på flygplatser
2000:162	Tillkännagivande (2000:162) av uppgift om Riksbankens diskonto
2000:171	Lag (2000:171) om förbud beträffande viss avkodningsutrustning
2000:192	Lag (2000:192) om allmänna pensionsfonder (AP-fonder)
2000:194	Lag (2000:194) om införande av ny lagstiftning för allmänna pensionsfonder
2000:209	Förordning (2000:209) om ledamöter i styrelserna för Andra-Fjärde AP-fonderna
2000:22	Förordning (2000:22) om inspektioner enligt konventionen om förbud mot användning, lagring, produktion och överföring av antipersonella minor (truppminor) samt om deras förstöring
2000:224	Lag (2000:224) om fastighetsregister
2000:268	Förordning (2000:268) om avtal med Danmark om mervärdesskatt för den fasta vägförbindelsen över Öresund
2000:271	Förordning (2000:271) om innesluten användning av genetiskt modifierade organismer
2000:278	Förordning (2000:278) om gåvor och överföringar av överskottsmateriel hos Försvarsmakten
2000:281	Förordning (2000:281) om regionalt transportbidrag
2000:3	Förordning (2000:3) om gränstullsamarbete med Finland
2000:306	Förordning (2000:306) om ersättning av allmänna medel till likvidator
2000:308	Förordning (2000:308) om fastighetsregister
2000:309	Inskrivningsförordning (2000:309)
2000:334	Lag (2000:334) om särskilda skattebestämmelser vid kärnkraftsavveckling
2000:344	Lag (2000:344) om Schengens informationssystem
2000:35	Lag (2000:35) om byte av redovisningsvaluta i finansiella företag
2000:46	Lag (2000:46) om omräkningsförfarande vid beskattningen för företag som har sin redovisning i euro, m.m.
2000:523	Förordning (2000:523) om statsbidrag för att främja internationella kontakter inom skolans område
2000:542	Lag (2000:542) om allmän fastighetstaxering av småhusenheter år 2003
2000:553	Förordning (2000:553) om vissa sanktioner mot Burma/Myanmar
2000:562	Lag (2000:562) om internationell rättslig hjälp i brottmål
2000:592	Lag (2000:592) om viltvårdsområden
2000:6	Tillkännagivande (2000:6) av uppgift om Riksbankens diskonto
2000:604	Förordning (2000:604) om gränstullsamarbete med Danmark
2000:605	Förordning (2000:605) om årsredovisning och budgetunderlag
2000:606	Förordning (2000:606) om myndigheters bokföring
2000:614	Förordning (2000:614) om stöd till småskalig elproduktion
2000:625	Lag (2000:625) om den arbetsmarknadspolitiska verksamheten
2000:628	Förordning (2000:628) om den arbetsmarknadspolitiska verksamheten
2000:634	Förordning (2000:634) om arbetsmarknadspolitiska program
2000:650	Förordning (2000:650) om byte av redovisningsvaluta i finansiella företag
2000:655	Studiestödsförordning (2000:655)
2000:662	Lag (2000:662) om Vetenskapsrådet
2000:7	Förordning (2000:7) om statsbidrag till funktionshindersorganisationer
2000:702	Förordning (2000:702) om prisbasbelopp och  förhöjt prisbasbelopp för år 2001
2000:704	Förordning (2000:704) om internationell rättslig hjälp i brottmål
2000:724	Tillkännagivande (2000:724) av internationella överenskommelser som avses i lagen (1986:1042) om verkställighet av vissa utländska beslut om rättegångskostnader
2000:725	Tillkännagivande (2000:725) av internationella överenskommelser om översändande av ansökningar om rättshjälp
2000:740	Förordning (2000:740) om uppräkningsfaktorer vid beräkning av preliminära kommunalskattemedel för 2001
2000:866	Förordning (2000:866) med bemyndigande för Skatteverket att meddela vissa föreskrifter till inkomstskattelagen (1999:1229)
2000:980	Socialavgiftslag (2000:980)
2000:981	Lag (2000:981) om fördelning av socialavgifter
2001:100	Förordning (2001:100) om den officiella statistiken
2001:1049	Förordning (2001:1049) om avgifter för ansökningar om upplösning  av stiftelser
2001:1084	Förordning (2001:1084) om buller från viss utomhusutrustning
2001:1111	Lag (2001:1111) om särskild bestämmelse om bostadsbidrag
2001:1124	Förordning (2001:1124) om fastställande av andelar för  fördelning av ålderspensionsavgifter och statliga  ålderspensionsavgifter under år 2002
2001:1145	Riksförsäkringsverkets föreskrifter (2001:1145) om procenttal  för ändring av vissa underhållsbidrag
2001:1170	Lag (2001:1170) om särskilda avdrag i vissa fall vid avgiftsberäkningen enligt lagen (1994:1920) om allmän löneavgift och socialavgiftslagen (2000:980)
2001:1194	Förordning (2001:1194) om statsbidrag till kooperativ utveckling, m.m.
2001:127	Förordning (2001:127) om sommartid
2001:1308	Finansinspektionens tillkännagivande (2001:1308) om ändring i vissa skadelivräntor
2001:160	Förordning (2001:160) om statsbidrag till kommuner som tillämpar maxtaxa inom förskolan och fritidshemmet
2001:167	Förordning (2001:167) om bidrag till fartygsförlagd utbildning
2001:183	Lag (2001:183) om behandling av personuppgifter i verksamhet med val och folkomröstningar
2001:218	Medborgarskapsförordning (2001:218)
2001:331	Lag (2001:331) om upphävande av vissa av Riksskatteverkets  föreskrifter och bindande förklaringar
2001:332	Lag (2001:332) om upphävande av vissa av Centrala  Folkbokförings- och uppbördsnämndens bindande förklaringar
2001:333	Lag (2001:333) om upphävande av vissa av Centrala  uppbördsnämndens bindande förklaringar
2001:372	Lag (2001:372) om särskild uppbörd av fordonskatt år 2001
2001:423	Förordning (2001:423) om vissa frågor rörande Skatteverkets handläggning enligt 20 kap. ärvdabalken
2001:454	Lag (2001:454) om behandling av personuppgifter inom socialtjänsten
2001:499	Lag (2001:499) om omskärelse av pojkar
2001:504	Riksbankens föreskrifter (2001:504) om minnesmynt på tvåhundra  kronor
2001:512	Förordning (2001:512) om deponering av avfall
2001:525	Lag (2001:525) med särskild bestämmelse om bostadsbidrag för år  2001
2001:526	Förordning (2001:526) om de statliga myndigheternas ansvar för genomförande av funktionshinderspolitiken
2001:554	Förordning (2001:554) om miljökvalitetsnormer för fisk- och musselvatten
2001:559	Lag (2001:559) om vägtrafikdefinitioner
2001:637	Förordning (2001:637) om behandling av personuppgifter inom socialtjänsten
2001:647	Förordning (2001:647) om prisbasbelopp och förhöjt prisbasbelopp  för år 2002
2001:651	Förordning (2001:651) om vägtrafikdefinitioner
2001:707	Förordning (2001:707) om patientregister hos Socialstyrelsen
2001:708	Förordning (2001:708) om medicinskt födelseregister hos Socialstyrelsen
2001:709	Förordning (2001:709) om cancerregister hos Socialstyrelsen
2001:713	Riksbankens föreskrifter (2001:713) om sedlar på etthundra  kronor
2001:714	Riksbankens föreskrifter (2001:714) om sedlar på femhundra  kronor
2001:724	Viltskadeförordning (2001:724)
2001:731	Förordning (2001:731) om uppräkningsfaktorer vid beräkning av  preliminära kommunalskattemedel för 2002
2001:746	Riksbankens föreskrifter (2001:746) om minnesmynt på två tusen  och två hundra kronor
2001:760	Förordning (2001:760) om statens utlåningsränta och statens avkastnngsränta under budgetåret 2002
2001:770	Förordning (2001:770) om sjöfartsstöd
2001:798	Förordning (2001:798) om fastställande av omräknade belopp för  vägavgift för år 2002
2001:817	Förordning (2001:817) om registrering av båtbyggnadsförskott
2001:82	Lag (2001:82) om svenskt medborgarskap
2001:837	Lag (2001:837) om beräkning av viss inkomstskatt på  förvärvsinkomster vid 2003 års taxering, m.m.
